iso2,country,authority,roles,website,access_state,http_status,final_url,title,candidate_link_count,candidate_urls,error
ZA,South Africa,South African Reserve Bank,central_banking;prudential_supervision;insurance,http://www.resbank.co.za/,network-error,,http://www.resbank.co.za/,,0,,fetch failed
KR,South Korea,Bank of Korea,central_banking;prudential_supervision,https://www.bok.or.kr/eng/main/main.do,reachable,200,https://www.bok.or.kr/eng/main/main.do,Bank of Korea,9,https://www.bok.or.kr/eng/singl/newsDataEng/list.do?menuNo=400022;https://www.bok.or.kr/eng/singl/newsDataEng/list.do?menuNo=400077;https://www.bok.or.kr/eng/main/contents.do?menuNo=400017;https://www.bok.or.kr/eng/bbs/E0000634/view.do?nttId=11062944&searchCnd=1&searchKwd=&depth2=400417&depth3=400423&depth=400423&pageUnit=10&pageIndex=1&programType=newsDataEng&menuNo=400423&oldMenuNo=400423;https://www.bok.or.kr/eng/bbs/B0000349/view.do?nttId=11063866&menuNo=400403&relate=Y&depth=400403&programType=newsDataEng;https://www.bok.or.kr/eng/bbs/B0000349/view.do?nttId=11063819&menuNo=400403&relate=Y&depth=400403&programType=newsDataEng;https://www.bok.or.kr/eng/bbs/B0000349/view.do?nttId=11063772&menuNo=400403&relate=Y&depth=400403&programType=newsDataEng;https://www.bok.or.kr/eng/bbs/B0000349/view.do?nttId=11063704&menuNo=400403&relate=Y&depth=400403&programType=newsDataEng;https://www.bok.or.kr/eng/bbs/B0000349/view.do?nttId=11063614&menuNo=400403&relate=Y&depth=400403&programType=newsDataEng,
KR,South Korea,Financial Services Commission/Financial Supervisory Service*,securities,http://www.fsc.go.kr/eng,reachable,200,https://www.fsc.go.kr/eng/index,Financial Services Commission,0,,
KR,South Korea,Financial Supervisory Service,prudential_supervision;insurance,http://english.fss.or.kr/,reachable,200,https://www.fss.or.kr/eng/main/main.do?menuNo=400000,FINANCIAL SUPERVISORY SERVICE,1,https://www.fss.or.kr/eng/main/contents.do?menuNo=400158,
KR,South Korea,Financial Supervisory Service,pensions,https://www.fss.or.kr/,reachable,200,https://www.fss.or.kr/fss/main/main.do?menuNo=200000,금융감독원 통합홈페이지,20,https://fine.fss.or.kr/fine/fncco/systemFncCo/list.do?menuNo=900038;https://www.fss.or.kr/fss/cvpl/stepNotice/list.do?menuNo=200581;http://fines.fss.or.kr/fssnew/index.jsp;https://fine.fss.or.kr/fine/fncco/smlamtLnd/list.do?menuNo=900041;https://www.fss.or.kr/fss/bbs/B0000159/list.do?menuNo=200173;https://www.fss.or.kr/fss/job/openInfo/list.do?menuNo=200476;http://fine.fss.or.kr/fine/fnctip/fncDicary/list.do?menuNo=900021;http://fine.fss.or.kr/fine/sub/fineIndex/sub.do?menuNo=900227;https://fine.fss.or.kr/fine/fncco/coreMngmt/fisisBank.do?menuNo=900048;https://fine.fss.or.kr/fine/fncco/coreMngmt/fisisLife.do?menuNo=900049;https://fine.fss.or.kr/fine/fncco/coreMngmt/fisisNonlife.do?menuNo=900050;https://fine.fss.or.kr/fine/fncco/coreMngmt/fisisInvest.do?menuNo=900051;https://fine.fss.or.kr/fine/fncco/coreMngmt/fisisSavingbank.do?menuNo=900052;https://fine.fss.or.kr/fine/fncco/coreMngmt/fisisCard.do?menuNo=900053;https://www.fss.or.kr/fss/bbs/B0000180/list.do?menuNo=200507;https://fines.fss.or.kr/fines/plis/moneyLenderSearch/MoneyLenderSearch.getMoneyLenderList.do;http://fine.fss.or.kr/fine/main/contents.do?menuNo=900209;https://fine.fss.or.kr/fine/main/contents.do?menuNo=900062;https://www.law.go.kr/LSW/lsSc.do?section=&menuId=1&subMenuId=15&tabMenuId=81&eventGubun=060101&query=%EB%8C%80%EB%B6%80%EC%97%85%EB%B2%95;https://www.fss.or.kr/fss/cvpl/extincNotice/list.do?menuNo=200582,
KR,South Korea,Korea  Financial Intelligence Unit (KoFIU),financial_intelligence,https://www.kofiu.go.kr/eng/main.do,reachable,200,https://www.kofiu.go.kr/eng/main.do,FIU,7,https://www.kofiu.go.kr/eng/notification/notice.do;https://www.kofiu.go.kr/eng/notification/sanctions.do;https://www.kofiu.go.kr/eng/law/announce_list.do;https://www.kofiu.go.kr/eng/law/legislation_list.do;https://www.kofiu.go.kr/eng/policy/ptfps03.do;https://main.un.org/securitycouncil/en/sanctions/1267/aq_sanctions_list;https://main.un.org/securitycouncil/en/sanctions/1267/resolutions,
SS,South Sudan,Bank of South Sudan,central_banking;prudential_supervision,https://boss.gov.ss/,reachable,200,https://boss.gov.ss/,Home - BoSS Bank of South Sudan,0,,
ES,Spain,Bank of Spain,central_banking;prudential_supervision,http://www.bde.es/homee.htm,reachable,200,https://www.bde.es/wbe/en/,Banco de Espaï¿½a,17,https://www.bde.es/wbe/en/sobre-banco/transparencia/derecho-acceso/resoluciones-denegatorias/;https://www.bde.es/wbe/en/areas-actuacion/resolucion/;https://www.bde.es/wbe/en/areas-actuacion/resolucion/contexto-internacional/;https://www.bde.es/wbe/en/areas-actuacion/resolucion/que-autoridades-son-competentes/;https://www.bde.es/wbe/en/areas-actuacion/resolucion/planificacion-resolucion/;https://www.bde.es/wbe/en/areas-actuacion/resolucion/herramientas-resolucion/;https://www.bde.es/wbe/en/areas-actuacion/resolucion/analisis-de-resolubilidad/;https://www.bde.es/wbe/en/areas-actuacion/resolucion/mrel-y-tlac/;https://www.bde.es/wbe/en/areas-actuacion/resolucion/el-banco-de-espana-y-su-rol-internacional/;https://www.bde.es/wbe/en/areas-actuacion/resolucion/proximos-pasos/;https://www.bde.es/wbe/en/noticias-eventos/actualidad-bce/decisiones-politica-monetaria/;https://www.bde.es/wbe/en/noticias-eventos/actualidad-bce/otras-decisiones-consejo-gobierno/;https://www.bde.es/wbe/en/noticias-eventos/otras-instituciones/mecanismo-unico-resolucion-mur/;https://www.bde.es/wbe/en/punto-informacion/contenidos/sanciones-impuestas-banco-espana/;http://www.facebook.com/sharer.php?u=https://www.bde.es/wbe/en/punto-informacion/contenidos/sanciones-impuestas-banco-espana/;https://twitter.com/share?text=The%20Banco%20de%20Espa%C3%B1a%20fines%20on%20Duncan%20Macinnes&via=BancoDeEspana&url=https://www.bde.es/wbe/en/punto-informacion/contenidos/sanciones-impuestas-banco-espana/;https://www.linkedin.com/cws/share?url=https://www.bde.es/wbe/en/punto-informacion/contenidos/sanciones-impuestas-banco-espana/,
ES,Spain,Comisión Nacional del Mercado de Valores*,securities,http://www.cnmv.es/,http-error,500,https://www.cnmv.es/portal/Error?aspxerrorpath=/portal/home.aspx,Runtime Error,0,,
ES,Spain,Dirección General de Seguros y Fondos de Pensiones,insurance,http://www.dgsfp.mineco.es/,network-error,,http://www.dgsfp.mineco.es/,,0,,fetch failed
ES,Spain,Directorate General for Insurance and Pension Funds,pensions,https://dgsfp.mineco.gob.es/,reachable,200,https://dgsfp.mineco.gob.es/es/Paginas/Iniciocarrousel.aspx,Páginas - Dirección General de Seguros y Fondos de Pensiones,0,,
ES,Spain,Executive Service of the Commission for the Prevention of Money Laundering and Monetary Offences (SEPBLAC),financial_intelligence,http://www.sepblac.es/ingles/acerca_sepblac/acercade.htm,reachable,200,https://www.sepblac.es/en/,Sepblac,0,,
LK,Sri Lanka,Central Bank of Sri Lanka,central_banking;prudential_supervision,http://www.cbsl.gov.lk/,reachable,200,https://www.cbsl.gov.lk/,Central Bank of Sri Lanka,12,https://www.cbsl.gov.lk/en/laws/directions-circulars-guidelines-on-resolution-and-enforcement;https://www.cbsl.gov.lk/en/press/media/notices;https://www.cbsl.gov.lk/en/press/notice-to-general-public-on-prohibited-pyramid-schemes-20260805;https://www.cbsl.gov.lk/sites/default/files/cbslweb_documents/press/notices/notice_20260807_Procurement_for_providing_armed_and_unarmed_security_services_for_the_Central_Bank_of_Sri_Lanka_on_outsourced_basis_e.pdf;https://www.cbsl.gov.lk/sites/default/files/cbslweb_documents/press/notices/notice_20260807_procurement_of_minting_and_supplying_of_circulation_coins_for_the_cbsl_2026_2028_e.pdf;https://www.cbsl.gov.lk/sites/default/files/cbslweb_documents/press/notices/notice_20260806_procurement_of_cyberArk_%28IDIRA%29_ALERO_%28remote_access%29_licenses_for%20CBSL_e.pdf;https://www.cbsl.gov.lk/sites/default/files/cbslweb_documents/press/notices/notice_20260730_press_notice_to_intiate_compensation_payments_e.pdf;https://www.cbsl.gov.lk/sites/default/files/cbslweb_documents/press/notices/notice_20260127_statement_of_member_accounts_for_second_half_2025_e.pdf;https://www.cbsl.gov.lk/sites/default/files/cbslweb_documents/press/notices/notice_20260719_partitioning_of_3rd_floor_of_the_central_point_building_of_cbsl_e.pdf;https://www.cbsl.gov.lk/press/media/notices;https://www.cbsl.gov.lk/en/public-notices;https://www.cbsl.gov.lk/en/tenders,
LK,Sri Lanka,Financial Intelligence Unit of Sri Lanka (Sri Lanka FIU),financial_intelligence,http://fiusrilanka.gov.lk/,reachable,200,http://fiusrilanka.gov.lk/,Financial Intelligence Unit of Sri Lanka,6,http://fiusrilanka.gov.lk/unscr_sanctions_TF.html;http://fiusrilanka.gov.lk/unscr_sanctions_proliferation.html;https://fiusrilanka.gov.lk/unscr_sanctions_proliferation.html;http://fiusrilanka.gov.lk/docs/home_slider/2024/2024_10_11_Notice_to_Public.pdf;http://fiusrilanka.gov.lk/docs/home_slider/2024/2024_04_23_Pyramid%20Notice.pdf;http://fiusrilanka.gov.lk/notices_to_public.html,
LK,Sri Lanka,Insurance Regulatory Commission of Sri Lanka,insurance,http://www.ibsl.gov.lk/,network-error,,http://www.ibsl.gov.lk/,,0,,fetch failed
LK,Sri Lanka,Securities and Exchange Commission of Sri Lanka,securities,http://www.sec.gov.lk/,reachable,200,https://www.sec.gov.lk/,Securities & Exchange Commission,7,https://www.sec.gov.lk/investigations-enforcement-introduction/;https://www.sec.gov.lk/investigations-enforcement/;https://www.sec.gov.lk/investigations-enforcement-actions/;https://www.sec.gov.lk/unserved-notices-of-show-cause/;https://www.sec.gov.lk/united-nations-sanctions/;https://www.sec.gov.lk/index.php/investigations-enforcement-actions/;https://www.sec.gov.lk/investigations-enforcement-offences/,
SD,Sudan,Bank of Sudan,central_banking;prudential_supervision,http://www.cbos.gov.sd/en,reachable,200,https://cbos.gov.sd/en,CBOS,0,,
SD,Sudan,Financial Information Unit (FIUSU),financial_intelligence,http://www.fiu.gov.sd/,reachable,200,https://www.fiu.gov.sd/,Domain Default page,0,,
SR,Suriname,Central Bank of Suriname,central_banking;prudential_supervision;insurance;pensions,http://www.cbvs.sr/,challenge-protected,200,https://www.cbvs.sr/,Home - Centrale Bank van Suriname,6,https://www.cbvs.sr/images/content/pdf/2016/DTK/S.B._2016_no._34_Staatsbesluit_van_29_feb_16_ter_uitvoering_v.d._Wet_Internationale_Sancties.pdf;https://www.cbvs.sr/images/content/pdf/2016/DTK/S.B._2016_no._34_Staatsbesluit_van_29_feb_16_ter_uitvoering_Wet_Internationale_Sanctie_BIJLAGE_1.pdf;https://www.cbvs.sr/images/content/pdf/2016/DTK/S.B._2016_no._34_Staatsbesluit_van_29_feb_16_ter_uitvoering_Wet_Internationale_Sancties_BIJLAGE_2.pdf;https://www.cbvs.sr/images/content/2025/DTZ2025/AML-CFT-Wetgeving/Besluit%20uitvoering%20Internationale%20Sanctielijst%20-%20SB%202025%20No%2054.pdf;https://www.cbvs.sr/images/content/2025/DTZ2025/AML-CFT-Wetgeving/Besluit%20voering%20Nationale%20Sanctielijst%20-SB%202025%20No.%2053.pdf;https://www.cbvs.sr/images/content/pdf/Wetten/Spaarinstellingen/2023/Staatsbesluit_17_mei_1994_ter_uitvoering_van_artikel_33A_van_de_Wet_Cooperatieve_Vereniging_GB_1944_no_93.pdf,
SR,Suriname,Financial Intelligence Unit Suriname (FIU-Suriname),financial_intelligence,https://www.fiusuriname.org/,reachable,200,https://www.fiusuriname.org/,FIU Suriname,0,,
SE,Sweden,Finansinspektionen,prudential_supervision;securities;financial_intelligence,http://www.fi.se/,reachable,200,https://www.fi.se/,Finansinspektionen,3,https://www.fi.se/sv/publicerat/granskningar/undersokningar/undersokningar-lista/2026/fi-ger-norion-bank-en-anmarkning-och-en-sanktionsavgift/;https://www.fi.se/sv/publicerat/granskningar/undersokningar/undersokningar-lista/2023/fi-undersoker-alecta2/;https://www.fi.se/sv/bank/internationella-sanktioner/frysning-av-tillgangar/2026/beslut-att-frysa-tillgangar-for-tva-personer-och-en-grupp/,
SE,Sweden,Sveriges Riksbank,central_banking;prudential_supervision,https://www.riksbank.se/en-gb/,reachable,200,https://www.riksbank.se/en-gb/,Start | Sveriges Riksbank,20,https://www.riksbank.se/en-gb/monetary-policy/monetary-policy-report/;https://www.riksbank.se/en-gb/monetary-policy/monetary-policy-report/monetary-policy-decision-documents/;https://www.riksbank.se/en-gb/monetary-policy/the-path-to-a-monetary-policy-decision/;https://www.riksbank.se/en-gb/monetary-policy/the-path-to-a-monetary-policy-decision/voting-by-the-executive-board/;https://www.riksbank.se/en-gb/monetary-policy/the-path-to-a-monetary-policy-decision/the-riksbank-makes-forecasts/;https://www.riksbank.se/en-gb/monetary-policy/how-a-monetary-policy-decision-is-implemented/;https://www.riksbank.se/en-gb/press-and-published/notices-and-press-releases/;https://www.riksbank.se/en-gb/press-and-published/notices-and-press-releases/debate-articles/;https://www.riksbank.se/en-gb/press-and-published/notices-and-press-releases/news-about-financial-stability/;https://www.riksbank.se/en-gb/press-and-published/notices-and-press-releases/news-about-monetary-policy/;https://www.riksbank.se/en-gb/press-and-published/notices-and-press-releases/news-about-payments-and-cash/;https://www.riksbank.se/en-gb/press-and-published/notices-and-press-releases/news-about-the-riksbank/;https://www.riksbank.se/en-gb/press-and-published/notices-and-press-releases/news-about-markets/;https://www.riksbank.se/en-gb/about-the-riksbank/how-the-riksbank-is-governed/internal-regulatory-framework/policies/policy-for-the-riksbanks-work-to-prevent-money-laundering/;https://www.riksbank.se/en-gb/monetary-policy/monetary-policy-report/2026/monetary-policy-decision-august-2026/;https://www.riksbank.se/en-gb/press-and-published/notices-and-press-releases/press-releases/2026/policy-rate-unchanged-at-15.75-per-cent;https://www.riksbank.se/en-gb/press-and-published/notices-and-press-releases/notices/2026/the-imfs-report-on-swedens-economy/;https://www.riksbank.se/en-gb/press-and-published/notices-and-press-releases/press-releases/2026/esrb-warns-of-vulnerabilities-in-the-financial-system-linked-to-frontier-ai-models/;https://www.riksbank.se/en-gb/press-and-published/notices-and-press-releases/notices/2026/same-objectives-but-different-trade-offs-norges-bank-and-the-riksbank-after-the-post-pandemic-inflation-surge/;https://www.riksbank.se/en-gb/press-and-published/notices-and-press-releases/notices/2026/the-financial-sector-is-urged-to-take-note-of-the-national-cyber-security-centres-advice-and-recommendations-regarding-cybersecurity-and-ai/,
CH,Switzerland,Money Laundering Reporting Office Switzerland (MROS),financial_intelligence,https://www.fedpol.admin.ch/fedpol/en/home/kriminalitaet/geldwaescherei.html,http-error,404,https://www.fedpol.admin.ch/fedpol/en/home/kriminalitaet/geldwaescherei.html,404 – Seite nicht gefunden,0,,
CH,Switzerland,Swiss Financial Market Supervisory Authority (FINMA),prudential_supervision;securities;insurance,http://www.finma.ch/,reachable,200,https://www.finma.ch/,Willkommen bei der Eidgenössischen Finanzmarktaufsicht FINMA | FINMA,5,https://www.finma.ch/de/durchsetzung/enforcementinstrumente/;https://www.finma.ch/de/dokumentation/finma-publikationen/kennzahlen-und-statistiken/statistiken/enforcement/;https://www.finma.ch/de/dokumentation/enforcementberichterstattung/;https://www.finma.ch/de/dokumentation/internationale-sanktionen-und-terrorismusbekaempfung/;https://report.finma.ch/2025/de/,
CH,Switzerland,Swiss National Bank,central_banking;prudential_supervision,http://www.snb.ch/,reachable,200,https://www.snb.ch/en/,SNB BNS,1,https://www.snb.ch/en/the-snb/mandates-goals/monetary-policy/decisions,
CH,Switzerland,Swiss Occupational Pension Supervisory Commission,pensions,https://www.oak-bv.admin.ch/,reachable,200,https://www.oak-bv.admin.ch/de,Oberaufsichtskommission Berufliche Vorsorge OAK BV,0,,
SY,Syria,Central Bank of Syria,central_banking;prudential_supervision,https://cb.gov.sy/,reachable,200,https://cb.gov.sy/,مصرف سورية المركزي,1,https://cb.gov.sy/index.php?page=list&ex=2&dir=laws&lang=1&lt=3&service=5&act=576,
SY,Syria,Combating Money Laundering and Terrorism Financing Commission (CMLC),financial_intelligence,,no-public-website,,,,0,,
SY,Syria,Syrian Commission on Financial Markets and Securities,securities,http://www.scfms.sy/,network-error,,http://www.scfms.sy/,,0,,fetch failed
TW,Taiwan,Anti-Money Laundering Division (AMLD),financial_intelligence,http://www.mjib.gov.tw/en,reachable,200,https://www.mjib.gov.tw/en,Home - MJIB-EN-Index,1,https://www.mjib.gov.tw/mlpcen,
TW,Taiwan,Financial Supervisory Commission,securities;insurance,http://www.fsc.gov.tw/,reachable,200,https://www.fsc.gov.tw/ch/index.jsp,金融監督管理委員會全球資訊網,7,"https://www.fsc.gov.tw/ch/home.jsp?id=97&parentpath=0,2&mcustomize=multimessage_view.jsp&dataserno=202608130001&aplistdn=ou=noticelaw,ou=chlaw,ou=ap_root,o=fsc,c=tw&dtable=NoticeLaw;https://www.fsc.gov.tw/ch/home.jsp?id=131&parentpath=0,2&mcustomize=multimessage_view.jsp&dataserno=202608170002&aplistdn=ou=data,ou=penalty,ou=multisite,ou=chinese,ou=ap_root,o=fsc,c=tw&dtable=Penalty;https://www.fsc.gov.tw/ch/home.jsp?id=131&parentpath=0,2&mcustomize=multimessage_view.jsp&dataserno=202607220001&aplistdn=ou=data,ou=penalty,ou=multisite,ou=chinese,ou=ap_root,o=fsc,c=tw&dtable=Penalty;https://www.fsc.gov.tw/ch/home.jsp?id=131&parentpath=0,2&mcustomize=multimessage_view.jsp&dataserno=202607140001&aplistdn=ou=data,ou=penalty,ou=multisite,ou=chinese,ou=ap_root,o=fsc,c=tw&dtable=Penalty;https://www.fsc.gov.tw/ch/home.jsp?id=131&parentpath=0,2&mcustomize=multimessage_view.jsp&dataserno=202606300001&aplistdn=ou=data,ou=penalty,ou=multisite,ou=chinese,ou=ap_root,o=fsc,c=tw&dtable=Penalty;https://www.fsc.gov.tw/ch/home.jsp?id=131&parentpath=0,2&mcustomize=multimessage_view.jsp&dataserno=202605290002&aplistdn=ou=data,ou=penalty,ou=multisite,ou=chinese,ou=ap_root,o=fsc,c=tw&dtable=Penalty;https://www.fsc.gov.tw/ch/home.jsp?id=131&parentpath=0,2&mcustomize=multimessage_view.jsp&dataserno=202605180002&aplistdn=ou=data,ou=penalty,ou=multisite,ou=chinese,ou=ap_root,o=fsc,c=tw&dtable=Penalty",
TJ,Tajikistan,National Bank of the Republic of Tajikistan,central_banking;prudential_supervision;financial_intelligence,https://nbt.tj/en/,reachable,200,https://nbt.tj/en/,National bank of Tajikistan,0,,
TZ,Tanzania,Bank of Tanzania,central_banking;prudential_supervision,https://www.bot.go.tz/,reachable,200,https://www.bot.go.tz/,Home Page - Bank of Tanzania,2,https://www.bot.go.tz/MPS/Decisions;https://www.bot.go.tz/PressRelease,
TZ,Tanzania,Capital Markets and Securities Authority,securities,http://www.cmsa-tz.org/,reachable,200,http://www.cmsa-tz.org/,cmsa-tz.org,0,,
TZ,Tanzania,Financial Intelligence Unit (FIU) - Tanzania,financial_intelligence,https://www.fiu.go.tz/,reachable,200,https://www.fiu.go.tz/,Home | FIU - Financial Intelligence Unit,4,https://www.fiu.go.tz/;https://www.fiu.go.tz/publications/enforcement;https://www.fiu.go.tz/uploads/documents/en-1712237226-Guidelines%20on%20Targeted%20Financial%20Sanctions%20revised.pdf;https://www.fiu.go.tz/uploads/documents/en-1712238436-Targeted%20Financial%20Sanctions%20Guideline%202022.pdf,
TH,Thailand,Anti-Money Laundering Office Thailand (AMLO),financial_intelligence,https://www.amlo.go.th/index.php/en/,reachable,200,https://www.amlo.go.th/index.php/en/,สำนักงานป้องกันและปราบปรามการฟอกเงิน,0,,
TH,Thailand,Bank of Thailand,central_banking;prudential_supervision,https://www.bot.or.th/english,http-error,404,https://www.bot.or.th/english,404,1,https://www.bot.or.th/th/laws-and-rules/regulatory-fines-report.html,
TH,Thailand,Office of Insurance Commission,insurance,http://www.oic.or.th/en,challenge-protected,200,https://www.oic.or.th/en,สำนักงานคณะกรรมการกำกับและส่งเสริมการประกอบธุรกิจประกันภัย,0,,
TH,Thailand,Securities and Exchange Commission*,securities;pensions,http://www.sec.or.th/,access-blocked,403,http://www.sec.or.th/,Block Response,0,,
GM,The Gambia,Central Bank of The Gambia,central_banking;prudential_supervision,http://www.cbg.gm/,challenge-protected,200,http://www.cbg.gm/,Central Bank of The Gambia,3,http://www.cbg.gm/policy-rate-decisions;http://www.cbg.gm/treasury-bills-notices;http://www.cbg.gm/bonds-notices,
GM,The Gambia,Financial Intelligence Unit of The Gambia (FIA),financial_intelligence,https://fiu.gov.gm/,network-error,,https://fiu.gov.gm/,,0,,fetch failed
TL,Timor-Leste,UIF Timore-Leste,financial_intelligence,,no-public-website,,,,0,,
TG,Togo,Autorité des Marchés Financiers de l’UMOA,securities,http://www.crepmf.org/,timeout,,http://www.crepmf.org/,,0,,The operation was aborted due to timeout
TG,Togo,Central Bank of West African States (BCEAO),central_banking;prudential_supervision,https://www.bceao.int/en,reachable,200,https://www.bceao.int/en,BCEAO | Banque Centrale des Etats de l’Afrique de l’Ouest,1,https://www.bceao.int/en,
TG,Togo,Conférence Interafricaine des Marchés d'Assurances (CIMA),insurance,http://cima-afrique.org/,reachable,200,https://cima-afrique.org/,CIMA – Conférence Interafricaine des Marchés d’Assurance,2,https://cima-afrique.org/decisions-du-cma/;https://cima-afrique.org/decisions-de-la-crca/,
TG,Togo,Direction Nationale Des Assurances (DNA),insurance,https://service-public.gouv.tg/service_concerne/direction-nationale-des-assurances-dna/,challenge-protected,404,https://service-public.gouv.tg/service_concerne/direction-nationale-des-assurances-dna/,404: Not Found,0,,
TG,Togo,Togo Financial Intelligence Unit (CENTIF Togo),financial_intelligence,http://centif.tg/,reachable,200,http://websafe.virginmedia.com/virussafe-blocked.html,Virus Protection has blocked this page,0,,
TO,Tonga,National Reserve Bank of Tonga,central_banking;prudential_supervision,http://www.reservebank.to/,reachable,200,https://www.reservebank.to/,www.reservebank.to,3,https://www.reservebank.to/index.php/news/public-notice-counterfeit-100-paanga-banknotes-in-circulation;https://www.reservebank.to/index.php/news/public-notice-public-warning-on-facebook-page-imposter-and-scams;https://www.reservebank.to/index.php/news/public-notice-beware-of-romance-scams-targeting-the-vulnerable-community-members,
TT,Trinidad and Tobago,Central Bank of Trinidad and Tobago,central_banking;prudential_supervision;insurance;pensions,http://www.central-bank.org.tt/,reachable,200,https://www.central-bank.org.tt/,Central Bank of Trinidad and Tobago,2,https://www.central-bank.org.tt/wp-content/uploads/2025/09/public-notice-unauthorised-fx-dealings-sept2025.pdf;https://www.central-bank.org.tt/notice-insurance-act-2018-as-amended-5/,
TT,Trinidad and Tobago,Financial Intelligence Unit of Trinidad and Tobago (FIUTT),financial_intelligence,http://www.fiu.gov.tt/,challenge-protected,200,https://fiu.gov.tt/,Financial Intelligence Unit – Trinidad and Tobago,19,https://fiu.gov.tt/compliance/enforcement-statistics/;https://fiu.gov.tt/reporting/enforcement/;https://fiu.gov.tt/reporting/enforcement/local-law-enforcement/;https://fiu.gov.tt/reporting/enforcement/foreign-law-enforcement-authorities/;https://fiu.gov.tt/tfs-search-tool/tfs-search-tool-2/;https://fiu.gov.tt/about-us/legal-framework/legal-notices/;https://fiu.gov.tt/about-us/publications/notices-and-high-court-orders-for-freezing-terrorist-funds/;https://fiu.gov.tt/about-us/publications/notices-and-high-court-orders-for-freezing-terrorist-funds/notice-to-freeze-terrorist-funds/;https://fiu.gov.tt/about-us/publications/notices-and-high-court-orders-for-freezing-terrorist-funds/notice-to-unfreeze-terorrist-funds/;https://fiu.gov.tt/about-us/publications/notices-and-high-court-orders-for-freezing-terrorist-funds/trinidad-and-tobago-consolidated-list-of-court-orders/;https://fiu.gov.tt/about-us/publications/notices-and-high-court-orders-for-freezing-terrorist-funds/removal-of-listed-entities-from-trinidad-and-tobago-consolidated-list-of-court-orders/;https://fiu.gov.tt/about-us/publications/united-nations-security-council-committee/un-security-council-committee-resolution-targeted-sanctions-1988/;https://fiu.gov.tt/about-us/publications/united-nations-security-council-committee/united-nations-security-council-committee-economic-sanctions-1718-and-2231/;https://fiu.gov.tt/media-centre-2/news/notices/;https://fiu.gov.tt/about-us/vacancies/;https://fiu.gov.tt/wp-content/uploads/2025/04/FIUTT-Fraud-Alert.pdf;https://fiu.gov.tt/wp-content/uploads/2026/04/20_04_26-Public-Notice-No-Approved-Training-Providers.pdf;https://fiu.gov.tt/wp-content/uploads/2026/04/01_04_26_Public-Notice_Changes-to-AML_CFT_CPF-Regime-Non-Financial-Co-operatives.pdf%20;https://fiu.gov.tt/wp-content/uploads/2025/07/11_07_25_Notice_Registrant-Validation-Initiative.pdf,
TT,Trinidad and Tobago,Trinidad and Tobago Securities and Exchange Commission,securities,http://www.ttsec.org.tt/,reachable,200,https://www.ttsec.org.tt/,Home - TTSEC | You Invest. We protect. Everyone Benefits!,11,https://www.ttsec.org.tt/enforcement/;https://www.ttsec.org.tt/media-release-ttsec-issues-notice-on-the-virtual-assets-and-virtual-asset-service-providers-act-2025/;https://www.ttsec.org.tt/public-notice-unregistered-investment-promotion-international-traders-dboss-or-d-boss/;https://www.ttsec.org.tt/public-notice-stable-rowdex/;https://www.ttsec.org.tt/public-notice-persons-and-entities-not-registered-with-the-ttsec-august-18th-2025/;https://www.ttsec.org.tt/public-notice-persons-and-entities-not-registered-with-ttsec-2/;https://www.ttsec.org.tt/enforcement/orders/;https://www.ttsec.org.tt/enforcement/orders/settlement-orders/;https://www.ttsec.org.tt/enforcement/orders/administrative-sanctions-orders/;https://www.ttsec.org.tt/enforcement/notices/;https://www.ttsec.org.tt/enforcement/memorandums-of-understanding/,
TN,Tunisia,Central Bank of Tunisia,central_banking;prudential_supervision,https://www.bct.gov.tn/,reachable,200,https://www.bct.gov.tn/bct/siteprod/index.jsp,"Banque Centrale de Tunisie, Accueil",0,,
TN,Tunisia,Conseil du marché financier,securities,http://www.cmf.tn/,reachable,200,https://www.cmf.tn/,Conseil du Marché Financier,1,https://www.un.org/securitycouncil/fr/content/un-sc-consolidated-list,
TN,Tunisia,"Ministère des Finances, Comité Général des Assurances",insurance,https://www.cga.gov.tn/,reachable,200,https://www.cga.gov.tn/index.php?id=104,CGA: الإستقبال,1,https://www.cga.gov.tn/index.php?id=33,
TN,Tunisia,Tunisian Financial Analysis Committee (CTAF),financial_intelligence,http://www.ctaf.gov.tn/ctaf_f/eng/,http-error,404,https://www.ctaf.gov.tn/ctaf_f/eng/,404 Not Found,0,,
TR,Türkiye,Banking Regulation and Supervision Agency,prudential_supervision,http://www.bddk.org.tr/,timeout,,http://www.bddk.org.tr/,,0,,The operation was aborted due to timeout
TR,Türkiye,Capital Markets Board*,securities,http://www.cmb.gov.tr/,network-error,,http://www.cmb.gov.tr/,,0,,fetch failed
TR,Türkiye,Central Bank of the Republic of Türkiye,central_banking;prudential_supervision,https://www.tcmb.gov.tr/,challenge-protected,200,https://www.tcmb.gov.tr/,TCMB,0,,
TR,Türkiye,Financial Crimes Investigation Board (MASAK),financial_intelligence,http://www.masak.gov.tr/en/default,reachable,200,https://masak.hmb.gov.tr/,T.C. Hazine ve Maliye Bakanlığı,0,,
TR,Türkiye,Turkish Insurance and Private Pension Regulation and Supervision Authority,insurance;pensions,http://www.seddk.gov.tr/,reachable,200,https://www.seddk.gov.tr/,SEDDK - Sigortacılık ve Özel Emeklilik Düzenleme ve Denetleme Kurumu,0,,
TM,Turkmenistan,Central Bank of Turkmenistan,central_banking;prudential_supervision,https://www.cbt.tm/en,reachable,200,https://www.cbt.tm/en/,Central Bank of Turkmenistan,0,,
